,15853,13210,14732,14729,13808,14735,12908,14733,14431,15631,15591,14563,15847,13870,14939,14562,15467,12907,14428,15849,14193,15580,15848,12909,14349,15466,14736,14565,13809,12480,15463,12906,14351,12680,13225,14567,14935,14559,14719,14333,14734
green,0,0,0,0,0,0,0,0.00276497695853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
“mehd”,0,0.0020325203252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
restriction,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00398406374502,0.0046685340803,0,0,0,0,0,0,0
feedback,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00383877159309,0,0,0,0,0,0,0,0,0,0,0,0,0,0
telecom,0,0,0,0,0,0.00322580645161,0.00242130750605,0,0.00537634408602,0,0,0,0,0,0.00790513833992,0.01246105919,0,0.00542005420054,0,0,0,0,0,0.00549450549451,0,0.00207039337474,0,0.00404858299595,0,0,0,0.0108695652174,0.00398406374502,0,0,0,0.00330578512397,0,0,0.00294117647059,0
“DASH,0,0,0,0.00206611570248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
filemp4,0,0,0,0,0.0287425149701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
representationassociationid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00790513833992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
edits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00203769740194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fig,0,0,0,0,0,0,0,0,0,0.00363636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00552893475857,0,0
clause,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00623052959502,0,0,0,0,0,0,0,0,0,0.00828157349896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hidden,0,0,0,0,0,0,0,0,0,0,0.00575373993096,0,0,0,0,0,0,0,0,0,0,0,0.00254712175242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mp4client,0.00438596491228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
